file,backend,precision,selected_threshold,n_qubits,n_gates,depth,n_2q_gates,n_1q_gates,treewidth_heuristic,avg_degree,algebraic_connectivity,spectral_gap,magic_density,volume,n_lines,n_meas_regex,n_cx_regex,n_cz_regex,max_degree,clustering_coeff,num_components,max_component_size,avg_span,max_span
portfoliovqe_indep_qiskit_10.qasm,CPU,double,16,10,186,42,135,51,9,9.0,9.999999999999986,0.0,0.21505376344086022,420,190,10,0,135,9,1.0,1,10,3.6666666666666665,9
portfoliovqe_indep_qiskit_10.qasm,CPU,single,16,10,186,42,135,51,9,9.0,9.999999999999986,0.0,0.21505376344086022,420,190,10,0,135,9,1.0,1,10,3.6666666666666665,9
portfoliovqe_indep_qiskit_10.qasm,GPU,double,16,10,186,42,135,51,9,9.0,9.999999999999986,0.0,0.21505376344086022,420,190,10,0,135,9,1.0,1,10,3.6666666666666665,9
portfoliovqe_indep_qiskit_10.qasm,GPU,single,16,10,186,42,135,51,9,9.0,9.999999999999986,0.0,0.21505376344086022,420,190,10,0,135,9,1.0,1,10,3.6666666666666665,9
portfoliovqe_indep_qiskit_18.qasm,CPU,double,16,18,550,74,459,91,17,17.0,17.99999999999998,1.0658141036401503e-14,0.13090909090909092,1332,554,18,0,459,17,1.0,1,18,6.333333333333333,17
portfoliovqe_indep_qiskit_18.qasm,CPU,single,16,18,550,74,459,91,17,17.0,17.99999999999998,1.0658141036401503e-14,0.13090909090909092,1332,554,18,0,459,17,1.0,1,18,6.333333333333333,17
portfoliovqe_indep_qiskit_18.qasm,GPU,double,16,18,550,74,459,91,17,17.0,17.99999999999998,1.0658141036401503e-14,0.13090909090909092,1332,554,18,0,459,17,1.0,1,18,6.333333333333333,17
portfoliovqe_indep_qiskit_18.qasm,GPU,single,16,18,550,74,459,91,17,17.0,17.99999999999998,1.0658141036401503e-14,0.13090909090909092,1332,554,18,0,459,17,1.0,1,18,6.333333333333333,17
pricingcall_indep_qiskit_17.qasm,CPU,double,8,17,678,610,288,390,8,4.352941176470588,0.0,0.9999999999999929,0.4410029498525074,10370,682,17,288,0,9,0.5163398692810458,8,10,1.9054054054054055,8
pricingcall_indep_qiskit_17.qasm,CPU,single,8,17,678,610,288,390,8,4.352941176470588,0.0,0.9999999999999929,0.4410029498525074,10370,682,17,288,0,9,0.5163398692810458,8,10,1.9054054054054055,8
pricingcall_indep_qiskit_17.qasm,GPU,double,8,17,678,610,288,390,8,4.352941176470588,0.0,0.9999999999999929,0.4410029498525074,10370,682,17,288,0,9,0.5163398692810458,8,10,1.9054054054054055,8
pricingcall_indep_qiskit_17.qasm,GPU,single,8,17,678,610,288,390,8,4.352941176470588,0.0,0.9999999999999929,0.4410029498525074,10370,682,17,288,0,9,0.5163398692810458,8,10,1.9054054054054055,8
qaoa_indep_qiskit_16.qasm,CPU,double,1,16,97,11,32,65,2,2.0,6.47563457513545e-16,4.440892098500626e-16,0.32989690721649484,176,101,16,0,0,2,0.1875,2,13,5.375,12
qaoa_indep_qiskit_16.qasm,CPU,single,1,16,97,11,32,65,2,2.0,6.47563457513545e-16,4.440892098500626e-16,0.32989690721649484,176,101,16,0,0,2,0.1875,2,13,5.375,12
qaoa_indep_qiskit_16.qasm,GPU,double,1,16,97,11,32,65,2,2.0,6.47563457513545e-16,4.440892098500626e-16,0.32989690721649484,176,101,16,0,0,2,0.1875,2,13,5.375,12
qaoa_indep_qiskit_16.qasm,GPU,single,1,16,97,11,32,65,2,2.0,6.47563457513545e-16,4.440892098500626e-16,0.32989690721649484,176,101,16,0,0,2,0.1875,2,13,5.375,12
qft_indep_qiskit_130.qasm,CPU,double,1,130,8711,261,65,8646,129,129.0,129.99999999999952,0.0,0.9625760532659855,33930,8716,130,0,0,129,1.0,1,130,43.83076923076923,129
qft_indep_qiskit_130.qasm,CPU,single,1,130,8711,261,65,8646,129,129.0,129.99999999999952,0.0,0.9625760532659855,33930,8716,130,0,0,129,1.0,1,130,43.83076923076923,129
qft_indep_qiskit_130.qasm,GPU,double,1,130,8711,261,65,8646,129,129.0,129.99999999999952,0.0,0.9625760532659855,33930,8716,130,0,0,129,1.0,1,130,43.83076923076923,129
qft_indep_qiskit_130.qasm,GPU,single,1,130,8711,261,65,8646,129,129.0,129.99999999999952,0.0,0.9625760532659855,33930,8716,130,0,0,129,1.0,1,130,43.83076923076923,129
qft_indep_qiskit_15.qasm,CPU,double,1,15,143,31,7,136,14,14.0,14.999999999999991,8.881784197001252e-15,0.7342657342657343,465,148,15,0,0,14,1.0,1,15,5.5,14
qft_indep_qiskit_15.qasm,CPU,single,1,15,143,31,7,136,14,14.0,14.999999999999991,8.881784197001252e-15,0.7342657342657343,465,148,15,0,0,14,1.0,1,15,5.5,14
qft_indep_qiskit_15.qasm,GPU,double,1,15,143,31,7,136,14,14.0,14.999999999999991,8.881784197001252e-15,0.7342657342657343,465,148,15,0,0,14,1.0,1,15,5.5,14
qft_indep_qiskit_15.qasm,GPU,single,1,15,143,31,7,136,14,14.0,14.999999999999991,8.881784197001252e-15,0.7342657342657343,465,148,15,0,0,14,1.0,1,15,5.5,14
qft_indep_qiskit_30.qasm,CPU,double,1,30,511,61,15,496,29,29.0,29.999999999999932,1.0658141036401503e-14,0.8512720156555773,1830,516,30,0,0,29,1.0,1,30,10.488888888888889,29
qft_indep_qiskit_30.qasm,CPU,single,1,30,511,61,15,496,29,29.0,29.999999999999932,1.0658141036401503e-14,0.8512720156555773,1830,516,30,0,0,29,1.0,1,30,10.488888888888889,29
qft_indep_qiskit_30.qasm,GPU,double,1,30,511,61,15,496,29,29.0,29.999999999999932,1.0658141036401503e-14,0.8512720156555773,1830,516,30,0,0,29,1.0,1,30,10.488888888888889,29
qft_indep_qiskit_30.qasm,GPU,single,1,30,511,61,15,496,29,29.0,29.999999999999932,1.0658141036401503e-14,0.8512720156555773,1830,516,30,0,0,29,1.0,1,30,10.488888888888889,29
qftentangled_indep_qiskit_15.qasm,CPU,double,2,15,158,33,21,137,14,14.0,14.999999999999991,8.881784197001252e-15,0.6645569620253164,495,162,15,14,0,14,1.0,1,15,5.0,14
qftentangled_indep_qiskit_15.qasm,CPU,single,2,15,158,33,21,137,14,14.0,14.999999999999991,8.881784197001252e-15,0.6645569620253164,495,162,15,14,0,14,1.0,1,15,5.0,14
qftentangled_indep_qiskit_15.qasm,GPU,double,2,15,158,33,21,137,14,14.0,14.999999999999991,8.881784197001252e-15,0.6645569620253164,495,162,15,14,0,14,1.0,1,15,5.0,14
qftentangled_indep_qiskit_15.qasm,GPU,single,2,15,158,33,21,137,14,14.0,14.999999999999991,8.881784197001252e-15,0.6645569620253164,495,162,15,14,0,14,1.0,1,15,5.0,14
qftentangled_indep_qiskit_30.qasm,CPU,double,2,30,541,63,44,497,29,29.0,29.999999999999932,1.0658141036401503e-14,0.8040665434380776,1890,545,30,29,0,29,1.0,1,30,9.914405010438413,29
qftentangled_indep_qiskit_30.qasm,CPU,single,2,30,541,63,44,497,29,29.0,29.999999999999932,1.0658141036401503e-14,0.8040665434380776,1890,545,30,29,0,29,1.0,1,30,9.914405010438413,29
qftentangled_indep_qiskit_30.qasm,GPU,double,2,30,541,63,44,497,29,29.0,29.999999999999932,1.0658141036401503e-14,0.8040665434380776,1890,545,30,29,0,29,1.0,1,30,9.914405010438413,29
qftentangled_indep_qiskit_30.qasm,GPU,single,2,30,541,63,44,497,29,29.0,29.999999999999932,1.0658141036401503e-14,0.8040665434380776,1890,545,30,29,0,29,1.0,1,30,9.914405010438413,29
qnn_indep_qiskit_20.qasm,CPU,double,32,20,1260,195,779,481,19,19.0,19.999999999999968,0.0,0.06349206349206349,3900,1264,20,779,0,19,1.0,1,20,6.853658536585366,19
qnn_indep_qiskit_20.qasm,CPU,single,32,20,1260,195,779,481,19,19.0,19.999999999999968,0.0,0.06349206349206349,3900,1264,20,779,0,19,1.0,1,20,6.853658536585366,19
qnn_indep_qiskit_20.qasm,GPU,double,32,20,1260,195,779,481,19,19.0,19.999999999999968,0.0,0.06349206349206349,3900,1264,20,779,0,19,1.0,1,20,6.853658536585366,19
qnn_indep_qiskit_20.qasm,GPU,single,32,20,1260,195,779,481,19,19.0,19.999999999999968,0.0,0.06349206349206349,3900,1264,20,779,0,19,1.0,1,20,6.853658536585366,19
qpeexact_indep_qiskit_100.qasm,CPU,double,1,100,5298,299,49,5249,98,97.02,0.0,7.105427357601002e-14,0.9343148357870895,29900,5303,99,0,0,98,0.99,2,99,33.80696139227845,98
qpeexact_indep_qiskit_100.qasm,CPU,single,1,100,5298,299,49,5249,98,97.02,0.0,7.105427357601002e-14,0.9343148357870895,29900,5303,99,0,0,98,0.99,2,99,33.80696139227845,98
qpeexact_indep_qiskit_100.qasm,GPU,double,1,100,5298,299,49,5249,98,97.02,0.0,7.105427357601002e-14,0.9343148357870895,29900,5303,99,0,0,98,0.99,2,99,33.80696139227845,98
qpeexact_indep_qiskit_100.qasm,GPU,single,1,100,5298,299,49,5249,98,97.02,0.0,7.105427357601002e-14,0.9343148357870895,29900,5303,99,0,0,98,0.99,2,99,33.80696139227845,98
qpeexact_indep_qiskit_30.qasm,CPU,double,1,30,537,87,14,523,28,27.066666666666666,5.2846615972156694e-14,7.105427357601002e-15,0.8081936685288641,2610,542,29,0,0,28,0.9666666666666667,2,29,10.375,28
qpeexact_indep_qiskit_30.qasm,CPU,single,1,30,537,87,14,523,28,27.066666666666666,5.2846615972156694e-14,7.105427357601002e-15,0.8081936685288641,2610,542,29,0,0,28,0.9666666666666667,2,29,10.375,28
qpeexact_indep_qiskit_30.qasm,GPU,double,1,30,537,87,14,523,28,27.066666666666666,5.2846615972156694e-14,7.105427357601002e-15,0.8081936685288641,2610,542,29,0,0,28,0.9666666666666667,2,29,10.375,28
qpeexact_indep_qiskit_30.qasm,GPU,single,1,30,537,87,14,523,28,27.066666666666666,5.2846615972156694e-14,7.105427357601002e-15,0.8081936685288641,2610,542,29,0,0,28,0.9666666666666667,2,29,10.375,28
shor_15_4_indep_qiskit_18.qasm,CPU,double,4,18,9894,6214,2052,7842,7,3.111111111111111,0.0,5.329070518200751e-15,0.6367495451788963,111852,9900,18,2048,0,7,0.4444444444444444,11,8,2.2338235294117648,7
shor_15_4_indep_qiskit_18.qasm,CPU,single,256,18,9894,6214,2052,7842,7,3.111111111111111,0.0,5.329070518200751e-15,0.6367495451788963,111852,9900,18,2048,0,7,0.4444444444444444,11,8,2.2338235294117648,7
shor_15_4_indep_qiskit_18.qasm,GPU,double,4,18,9894,6214,2052,7842,7,3.111111111111111,0.0,5.329070518200751e-15,0.6367495451788963,111852,9900,18,2048,0,7,0.4444444444444444,11,8,2.2338235294117648,7
shor_15_4_indep_qiskit_18.qasm,GPU,single,4,18,9894,6214,2052,7842,7,3.111111111111111,0.0,5.329070518200751e-15,0.6367495451788963,111852,9900,18,2048,0,7,0.4444444444444444,11,8,2.2338235294117648,7
twolocalrandom_indep_qiskit_30.qasm,CPU,double,64,30,1456,122,1305,151,29,29.0,29.999999999999932,1.0658141036401503e-14,0.08241758241758242,3660,1460,30,1305,0,29,1.0,1,30,10.333333333333334,29
twolocalrandom_indep_qiskit_30.qasm,CPU,single,64,30,1456,122,1305,151,29,29.0,29.999999999999932,1.0658141036401503e-14,0.08241758241758242,3660,1460,30,1305,0,29,1.0,1,30,10.333333333333334,29
twolocalrandom_indep_qiskit_30.qasm,GPU,double,256,30,1456,122,1305,151,29,29.0,29.999999999999932,1.0658141036401503e-14,0.08241758241758242,3660,1460,30,1305,0,29,1.0,1,30,10.333333333333334,29
twolocalrandom_indep_qiskit_30.qasm,GPU,single,256,30,1456,122,1305,151,29,29.0,29.999999999999932,1.0658141036401503e-14,0.08241758241758242,3660,1460,30,1305,0,29,1.0,1,30,10.333333333333334,29
vqe_indep_qiskit_16.qasm,CPU,double,2,16,95,21,30,65,1,1.875,0.038429439193539014,0.11381149578388783,0.5052631578947369,336,99,16,30,0,2,0.0,1,16,1.0,1
vqe_indep_qiskit_16.qasm,CPU,single,2,16,95,21,30,65,1,1.875,0.038429439193539014,0.11381149578388783,0.5052631578947369,336,99,16,30,0,2,0.0,1,16,1.0,1
vqe_indep_qiskit_16.qasm,GPU,double,2,16,95,21,30,65,1,1.875,0.038429439193539014,0.11381149578388783,0.5052631578947369,336,99,16,30,0,2,0.0,1,16,1.0,1
vqe_indep_qiskit_16.qasm,GPU,single,2,16,95,21,30,65,1,1.875,0.038429439193539014,0.11381149578388783,0.5052631578947369,336,99,16,30,0,2,0.0,1,16,1.0,1
wstate_indep_qiskit_130.qasm,CPU,double,2,130,648,261,258,390,1,1.9846153846153847,0.0005839718396140719,0.0017515744957337098,0.39814814814814814,33930,652,130,129,129,2,0.0,1,130,1.0,1
wstate_indep_qiskit_130.qasm,CPU,single,2,130,648,261,258,390,1,1.9846153846153847,0.0005839718396140719,0.0017515744957337098,0.39814814814814814,33930,652,130,129,129,2,0.0,1,130,1.0,1
wstate_indep_qiskit_130.qasm,GPU,double,2,130,648,261,258,390,1,1.9846153846153847,0.0005839718396140719,0.0017515744957337098,0.39814814814814814,33930,652,130,129,129,2,0.0,1,130,1.0,1
wstate_indep_qiskit_130.qasm,GPU,single,2,130,648,261,258,390,1,1.9846153846153847,0.0005839718396140719,0.0017515744957337098,0.39814814814814814,33930,652,130,129,129,2,0.0,1,130,1.0,1
wstate_indep_qiskit_15.qasm,CPU,double,2,15,73,31,28,45,1,1.8666666666666667,0.04370479853238887,0.12920428618240987,0.3835616438356164,465,77,15,14,14,2,0.0,1,15,1.0,1
wstate_indep_qiskit_15.qasm,CPU,single,2,15,73,31,28,45,1,1.8666666666666667,0.04370479853238887,0.12920428618240987,0.3835616438356164,465,77,15,14,14,2,0.0,1,15,1.0,1
wstate_indep_qiskit_15.qasm,GPU,double,2,15,73,31,28,45,1,1.8666666666666667,0.04370479853238887,0.12920428618240987,0.3835616438356164,465,77,15,14,14,2,0.0,1,15,1.0,1
wstate_indep_qiskit_15.qasm,GPU,single,2,15,73,31,28,45,1,1.8666666666666667,0.04370479853238887,0.12920428618240987,0.3835616438356164,465,77,15,14,14,2,0.0,1,15,1.0,1
wstate_indep_qiskit_30.qasm,CPU,double,2,30,148,61,58,90,1,1.9333333333333333,0.010956209263453141,0.032748589268935646,0.3918918918918919,1830,152,30,29,29,2,0.0,1,30,1.0,1
wstate_indep_qiskit_30.qasm,CPU,single,2,30,148,61,58,90,1,1.9333333333333333,0.010956209263453141,0.032748589268935646,0.3918918918918919,1830,152,30,29,29,2,0.0,1,30,1.0,1
wstate_indep_qiskit_30.qasm,GPU,double,2,30,148,61,58,90,1,1.9333333333333333,0.010956209263453141,0.032748589268935646,0.3918918918918919,1830,152,30,29,29,2,0.0,1,30,1.0,1
wstate_indep_qiskit_30.qasm,GPU,single,2,30,148,61,58,90,1,1.9333333333333333,0.010956209263453141,0.032748589268935646,0.3918918918918919,1830,152,30,29,29,2,0.0,1,30,1.0,1
